,genre,file_name,samplerate,duration,mean,std,max,min,diff_mean,diff_std
361,disco,disco.00061.au,22050,30,"[ -4.59509481e-01  -1.01083749e+01  -6.51493959e+00   3.50426647e-01
  -1.49214139e+01   1.79542310e+00  -1.16228302e+01   8.40562394e+00
  -1.70864295e+01   1.06880050e+01  -1.14404143e+01   8.52802413e+00
  -1.02976444e+01   4.37978728e+00  -8.51803901e+00  -4.33743415e-01
  -4.70717547e+00  -5.45639514e-03  -4.50578894e-01   7.53111243e-01
  -1.11435951e+00  -4.75095242e-01  -2.25593229e-01  -7.00571442e-02
   5.03559723e-02  -2.04268914e-01]","[  1.66227625   8.57779509  12.7969126   11.93401616  11.21840217
  16.48643358  13.23690567  12.69297036  10.9214876   11.78434348  12.75778
  12.95016773  11.8586447    9.36145684   9.97913425   9.78342256
   8.29560163   6.76282036   4.75391143   3.32196364   2.40613404
   1.34749748   0.52455661   0.24280506   1.00649873   1.78357337]","[  2.58585588  19.459932    36.904301    39.83230284  20.02660327
  48.61858634  23.18461365  54.68299083  24.88794212  52.71813797
  37.75417993  52.33479052  31.43801618  35.80665869  26.9185356
  28.05519776  19.00744235  17.24796882  17.24199493  12.22124478
   7.58920847   4.51154605   1.43138906   0.80168573   3.93882128
   5.85375993]","[ -5.86818358 -36.24341921 -39.96640845 -26.78212462 -61.02504108
 -49.68514656 -55.49592252 -32.88842201 -54.31191402 -30.63238462
 -59.09228071 -28.93237902 -50.34735332 -27.00267061 -53.33287842
 -30.49015906 -34.53811412 -23.37989681 -14.92823665  -9.84496189
  -9.27304667  -4.99961399  -1.92378985  -0.94920714  -3.04919383
  -7.592696  ]","[ -9.64886539   3.59343529   6.86536623 -15.2718405   16.71683695
 -13.41825334  20.02845417 -25.49205341  27.77443447 -22.12841933
  19.96843845 -18.82566851  14.67743166 -12.89782629   8.0842956
  -4.27343206   4.70171908  -0.4451225    1.20369014  -1.86747075
   0.63926427   0.24950201   0.15553609   0.12041312  -0.25462489]","[  9.82966868  16.80138891  14.40967784  14.6508464   20.38954692
  20.08448907  16.39040789  14.27776761  14.33114821  13.98481687
  18.31448576  11.55646198  12.0218304   11.62396612  10.4125073
   9.01181557   9.39015338   7.37421741   4.98802908   3.1594986
   2.45338595   1.32756112   0.60495497   1.00783586   1.58027196]"
362,disco,disco.00062.au,22050,30,"[ -0.92532719 -11.67407634 -19.11864065   8.44972287  -9.20397284
  15.99414789 -12.25380615  16.10749875 -12.66794861   9.81608333
  -5.9717486    4.53195956  -7.21707606   3.91256071  -3.3481702
   5.0023211   -2.35064801   3.14541486  -1.44476237   0.40042201
  -1.04781879  -0.03563258  -0.23879355   0.07308112   0.08584169
   0.1461647 ]","[  1.7375074    7.89399551  12.40944381  11.9563277   10.83409407
  11.81839183  12.67012326  10.51303085  11.96861357  10.37556374
   9.34013983   8.26566502   8.40431164   8.26138939   8.1139698
   6.58401202   5.43794437   4.76424314   4.29654884   2.77630598
   1.9808211    1.2066128    0.45073626   0.2546793    1.11111803
   1.50697939]","[  3.11062747  23.11861663  18.98331254  53.14187232  31.01118253
  53.05727155  42.0669812   51.45483847  22.10064749  45.35037461
  25.78299504  34.64344505  28.52262416  27.62415802  33.97077615
  27.88316659  15.89596541  20.24773094  14.02390353  12.26003552
   6.17363392   4.48383554   1.95494211   0.91175852   4.57365731
   4.74909093]","[ -6.22301103 -41.51438141 -51.77239327 -27.74553433 -44.2882727
 -22.67727475 -63.24303051 -23.72890451 -59.33050265 -21.22948263
 -35.23673735 -30.65777977 -33.23787523 -26.83970531 -30.12198708
 -16.71962178 -23.32749739 -11.29034528 -12.37229625 -10.58723814
  -7.34542339  -4.33134455  -2.13090982  -0.84700205  -4.61025906
  -4.87319466]","[ -1.07487492e+01  -7.44456431e+00   2.75683635e+01  -1.76536957e+01
   2.51981207e+01  -2.82479540e+01   2.83613049e+01  -2.87754474e+01
   2.24840319e+01  -1.57878319e+01   1.05037082e+01  -1.17490356e+01
   1.11296368e+01  -7.26073091e+00   8.35049130e+00  -7.35296911e+00
   5.49606287e+00  -4.59017723e+00   1.84518438e+00  -1.44824080e+00
   1.01218621e+00  -2.03160967e-01   3.11874673e-01   1.27605641e-02
   6.03230093e-02]","[  8.76404222  14.77401737  13.22609235  10.34217415  13.52098529
  14.38589866  13.92194749  13.67175646  15.11297711  12.03277169
  11.81557543  10.41396147   9.73816841   9.67062983   8.76750834
   6.37792421   6.21941472   5.41925713   3.93230016   2.7090842
   1.89703919   1.11961277   0.55077362   1.00872882   1.44175124]"
363,disco,disco.00063.au,22050,30,"[  3.81507827e-02  -1.58017099e+01  -5.89654646e+00   1.32732023e+01
  -1.59219000e+00   1.52097559e+01  -4.95576321e+00   1.60880520e+01
  -1.04916093e+01   1.55009610e+01  -4.58551983e+00   1.29821027e+01
  -3.44659421e+00   5.42490667e+00  -3.78550330e+00   4.55939744e+00
  -2.37610270e+00   2.94792580e+00  -8.52798270e-01   3.96546189e-01
  -8.27857493e-02   4.47858573e-03  -3.40184052e-01  -1.40788561e-02
   4.53532013e-02  -1.68139902e-01]","[  1.25824516   6.29384612   9.73161257   7.21482461   8.71081191
   8.32552927  10.17681272   9.42997297  10.05896106   8.86813401
   8.76744156   8.00848641   7.81113889   7.8220285    6.0269495
   5.94087736   5.18673641   4.41796091   3.26447656   2.45327896
   1.75155636   1.11852066   0.36346302   0.18271289   0.78591516
   1.3966394 ]","[  3.46301247  12.33120601  24.24194123  36.35785447  21.82146071
  38.15397798  32.67067036  47.68417212  25.60683917  47.38265238
  25.52237607  39.89056954  21.93884888  28.69726944  24.40139615
  22.02730398  14.78923698  19.24058788  11.45437023   9.9094532
   8.14750673   3.9546845    1.1240879    0.60440209   2.55893877
   5.0685063 ]","[ -4.51990157 -34.80371092 -43.96376497 -13.46407149 -37.40890046
 -24.51753819 -32.28737268 -17.72534497 -52.18376314 -21.09826486
 -31.12700123 -13.48350139 -25.55883146 -22.6215723  -22.70801066
 -17.45265477 -17.23145519  -9.68374041  -9.92336854 -10.17101128
  -8.01538995  -3.51737295  -1.37038954  -0.65714253  -2.38287994
  -4.60200638]","[-15.83986068   9.90516344  19.1697488  -14.86539233  16.80194593
 -20.16551915  21.04381525 -26.57966129  25.99257023 -20.0864808
  17.5676225  -16.42869689   8.87150088  -9.21040997   8.34490074
  -6.93550015   5.3240285   -3.80072407   1.24934446  -0.47933194
   0.08726434  -0.34466264   0.3261052    0.05943206  -0.2134931 ]","[  7.14421977  12.59448046   9.70260219   9.26125377   9.41006879
   9.29053232  10.56850195  10.25902553  11.58531978  10.11650399
   9.41598718   9.52582872   7.56986884   8.14246961   7.26194195
   6.35499897   4.58287421   4.36113472   3.41546388   2.33987964
   1.6560024    1.03046195   0.46521283   0.74281576   1.21142794]"
364,disco,disco.00064.au,22050,30,"[ -2.53792461  -8.43879495  -2.6763332   10.49292338  -5.36321431
  16.32309505 -10.04108626  14.85830431  -5.25916408  20.04032096
  -5.73843068   5.9696416   -5.6053039    3.06975774  -7.57881863
  -0.73447369  -0.55810838   2.99601098  -5.62695429   1.22273897
  -0.73276593  -0.29202302  -0.32475512   0.07433341  -0.0261419
  -0.80260664]","[  1.98442691   7.90782326  13.88425536  11.63674207   9.67493562
   9.40059864  12.20850432   9.7047658   14.1558845   13.04803491
  13.99019431  11.79375588  14.67492881   9.27402459  11.67170135
   6.76995451   8.14766741   4.88007554   4.49014879   3.17621528
   2.37992589   1.28351848   0.44084191   0.20695467   0.77500094
   1.46677726]","[  0.83803559  20.39042156  38.78342305  40.65887962  23.90119184
  49.47970975  33.87738839  48.18726195  38.80603528  58.78914257
  36.24668614  50.72765301  41.38771089  35.4487789   23.33780818
  20.36534182  29.56060154  23.47845803  10.81495599  13.4701891
   8.57655704   4.45742348   1.19670109   0.8198361    2.53792053
   4.2032157 ]","[ -7.41679839 -34.29255365 -41.47160741 -21.1919263  -39.75520845
 -23.61189392 -49.41710369 -20.69101027 -47.88198368 -20.14661946
 -47.15831407 -22.10119841 -51.48740177 -24.51166014 -45.24573586
 -32.58311396 -23.08035012 -14.74830895 -21.06304039 -10.45224062
  -7.94761263  -4.74658775  -1.89242278  -0.81739027  -2.96612732
  -5.45529855]","[ -5.90087034   5.76246175  13.16925658 -15.85613769  21.68630936
 -26.36418131  24.89939057 -20.11746839  25.29948504 -25.77875164
  11.70807227 -11.57494549   8.67506164 -10.64857637   6.84434494
   0.17636531   3.55411935  -8.62296527   6.84969327  -1.9555049
   0.44074291  -0.03273211   0.39908853  -0.10047531  -0.77646474]","[  9.11895584  18.24676776  13.03616571  10.76037847  13.53774874
  12.5786167   15.54858875  14.67824617  16.09971581  17.64551959
  18.69675639  16.44448155  17.848382     9.82810359  12.97168983
  10.04134525   8.54939275   6.13968499   5.89574466   3.79005473
   2.58765321   1.22424387   0.51490349   0.78879615   1.50106576]"
365,disco,disco.00065.au,22050,30,"[ -1.2180684   -5.11943722  -9.24747489  13.09657198  -5.28255689
  19.11781807 -14.69778378  13.15523809 -11.24326829  11.5936542
  -4.74240688   8.15174363  -4.06069831   1.22101817  -5.45675994
  -0.29682774  -2.60425992   0.38760481  -2.84260035  -0.79937991
  -0.31989126   0.18510261  -0.13126438  -0.0991821    0.24830129
  -0.99862192]","[  1.66300582   8.47593067  14.09078057   8.8421103    9.73293698
  11.17235066  11.51644596   9.78970404   9.41606762   9.60444798
   9.6723252    9.20225511   8.13375165   7.28810646   6.36723262
   5.57816391   5.01846739   3.81382338   3.49351917   2.57508774
   1.85457107   1.17921134   0.42642411   0.22374624   0.88756121
   1.64790172]","[  2.67909275  17.78833876  28.59246867  48.5992106   21.42540829
  52.18888116  26.43433482  45.40055602  20.29202522  54.91160137
  31.76223554  45.9319693   25.3349004   27.71865293  19.93597302
  22.63912785  15.38330725  13.70771612  15.32124446   8.18063361
   7.34461593   4.82319782   1.87823205   0.77789299   4.03988388
   6.55474898]","[ -5.34053604 -40.90073847 -51.98055778 -17.33207404 -39.30415475
 -17.19374651 -48.15847218 -21.06982078 -46.23559883 -28.03387825
 -36.65063449 -24.15018178 -32.72594179 -33.13113488 -25.38838111
 -20.29182213 -18.38532138 -11.2682192  -16.75877802  -9.3222248
  -7.56269514  -5.20554286  -1.95534953  -0.83642217  -2.79643139
  -6.49224294]","[ -3.90136882e+00  -4.12803767e+00   2.23440469e+01  -1.83791289e+01
   2.44003750e+01  -3.38156018e+01   2.78530219e+01  -2.43985064e+01
   2.28369225e+01  -1.63360611e+01   1.28941505e+01  -1.22124419e+01
   5.28171648e+00  -6.67777811e+00   5.15993219e+00  -2.30743218e+00
   2.99186474e+00  -3.23020516e+00   2.04322044e+00   4.79488653e-01
   5.04993873e-01  -3.16366989e-01   3.20822819e-02   3.47483383e-01
  -1.24692321e+00]","[  9.75917498  15.72676263  17.09952486  11.46888224  13.95098135
  16.91730735  15.37010038  12.7366155   10.02250347  13.18329691
  12.08986026   9.08253874   9.17570696   8.62697066   7.08090724
   6.20701831   5.05511027   4.99833371   3.76133134   2.90499317
   1.96888572   1.15071462   0.52154823   0.89911735   1.50902572]"
366,disco,disco.00066.au,22050,30,"[ -0.13284331 -10.92399007 -15.87035019   4.22695583 -11.91433254
   8.49634003 -10.10935741  11.38181726 -16.25131337  10.47452688
 -11.3328051    6.43518554  -8.78296802   4.85277906  -4.93102161
   1.45297591  -1.28831032   0.45104814  -2.62067996   0.91903736
  -0.66814965   0.06083945  -0.12517665   0.02433813   0.40451136
   0.11909206]","[  1.57594951   8.08381908  10.87139599   8.67831922   9.2844933
   8.55567817  11.64199862   9.1590159    9.32202595   9.44329564
   9.76141982   8.36355211   8.02715803   6.87993633   7.15998904
   6.25341511   4.93021314   4.07239291   3.30022806   2.57979248
   1.87337707   1.07568967   0.4698485    0.2257427    0.83199381
   1.55207015]","[  2.89108468  14.01803966  24.58486312  40.79711817  14.40139184
  41.47572698  29.3627331   38.94083538  16.88972541  48.46883705
  27.91827624  38.97584246  26.31873947  27.03336955  23.11977238
  22.90018867  20.55367903  14.06897432  10.24325135  10.71704147
   7.20728848   3.75973147   1.90919496   0.89562275   3.73675507
   4.887698  ]","[ -6.24082341 -42.38276862 -49.82336627 -21.5441553  -46.6376957
 -23.2092782  -49.86593255 -18.24985858 -45.10901446 -28.00120873
 -56.56423905 -19.97915762 -40.54757931 -20.21015866 -29.50038917
 -24.56892518 -18.37361975 -16.71407011 -16.77522723  -8.5043679
  -5.90147841  -3.96838909  -1.65990205  -0.74882845  -3.03452751
  -5.90234823]","[-10.79114676  -4.94636013  20.09730603 -16.14128837  20.41067257
 -18.60569744  21.49117467 -27.63313063  26.72584025 -21.80733198
  17.76799064 -15.21815357  13.63574709  -9.78380067   6.38399751
  -2.74128623   1.73935846  -3.0717281    3.53971732  -1.58718701
   0.72898911  -0.1860161    0.14951477   0.38017323  -0.2854193 ]","[  9.19520631  15.39762519  13.46862992   9.85917072  12.37766601
  11.37128637  13.36134752  11.00342475  12.09023624  12.53308856
  10.26150228  10.04639759   8.76795636   9.23770111   7.96815736
   6.97452418   5.49907062   4.33699489   3.7170253    2.83319497
   2.0280395    1.0375962    0.58024419   0.80837064   1.43878945]"
367,disco,disco.00067.au,22050,30,"[ -1.09729932e+00  -1.12959031e+01  -1.67446740e+01   2.10183731e+00
  -1.71102914e+01   1.15752220e+00  -1.33397524e+01   6.83256508e+00
  -1.07324743e+01   8.63234091e+00  -1.12875536e+01   6.45618223e+00
  -1.15936019e+01   2.08354297e+00  -4.48755915e+00   2.19593581e+00
  -3.85594559e+00   3.55513491e+00  -1.28100304e-01   1.85389965e+00
  -1.26218412e+00   1.84702344e-01   5.14220376e-03  -2.45147000e-02
   3.38642063e-01   5.64967720e-01]","[ 1.05413143  6.32871328  8.33946469  8.37908781  7.36057583  9.18292942
  8.90797051  7.33041515  9.38989908  8.86169097  8.00504932  8.75944796
  7.46454263  7.30153334  6.93799606  5.43807098  5.88949465  4.25094052
  3.41780471  2.5856479   1.71048218  1.19263124  0.46282796  0.23936193
  0.90283234  1.63144628]","[  0.97403957   7.56899474  11.56423592  23.23172188   5.89760934
  26.88240718  19.03260754  37.79521741  17.88042196  38.99390745
  12.62072369  35.34208162  20.9069341   28.02296122  18.5768066
  22.44446871  16.23791674  21.0159722   11.59072159  10.9836864
   4.17469222   3.88324105   1.690631     0.80724043   3.833296
   6.30963074]","[ -5.7357138  -36.63154292 -39.72373661 -27.30076182 -45.88975796
 -34.60258088 -38.24031488 -13.80291842 -41.55768838 -21.05261012
 -39.66072127 -26.47256494 -37.83754687 -20.60152185 -23.29881603
 -20.17526875 -26.11312422 -11.49213188 -11.90384322  -6.32434217
  -7.11836756  -4.39163067  -1.62029445  -0.8266172   -2.51294618
  -4.68854054]","[-10.1986038   -5.44877085  18.84651129 -19.21212868  18.26781357
 -14.49727461  20.17231749 -17.56503941  19.36481523 -19.91989454
  17.74373586 -18.04978417  13.67714491  -6.57110211   6.68349495
  -6.05188139   7.4110805   -3.68323522   1.98199995  -3.11608376
   1.44688646  -0.17956014  -0.0296569    0.36315676   0.22632566]","[  6.90120086  11.14989407  11.31254019   8.74497203  11.04597464
  10.94434783   9.96507985   9.92741531   9.66305364   8.81748167
  10.39518336  10.64068418   8.15500528   8.39386357   7.57053044
   6.3689801    6.06546946   4.43649925   3.4144579    2.62463485
   1.84351334   1.06828219   0.58299467   0.81941137   1.49641251]"
368,disco,disco.00068.au,22050,30,"[ -0.69711001 -15.10773889  -8.1995526    3.37200834  -7.76591254
   4.41181624 -12.59723055   7.4345601  -11.06148401   6.17798479
 -13.17030004   8.44484615 -13.33685184   2.44295921  -5.46901234
   1.16795496  -3.07044355   3.3573261   -1.98866593   1.32487827
  -0.30674287   0.09443153  -0.23624065  -0.04647168  -0.07942201
  -0.13731263]","[  1.26439972   6.96846776  10.0351992    8.56533969   7.32030526
  10.18358921   8.5566541    7.97066321   8.68154025   8.61252016
   7.93708522   9.48931164   6.78058987   6.57772933   6.6771946
   5.02456884   4.53881868   3.74388023   2.80566719   2.38158667
   1.6760516    1.1579787    0.36785665   0.19124648   0.83052633
   1.2615346 ]","[  2.28640262   8.56682588  20.1954131   29.47938235  18.7319009
  33.96628579  24.08401764  35.7512251   19.5963799   38.77145384
  12.47531876  40.00391661  11.39076748  34.27626267  18.17624148
  16.18998993  12.99161801  14.56413883   8.38316383  11.50984057
   5.71330398   4.05121625   1.12647419   0.63171694   2.64645401
   3.20434714]","[ -5.12300247 -40.33241482 -37.52251082 -20.64664048 -36.41219417
 -35.41618361 -37.79859145 -20.06620843 -39.56663712 -30.08055644
 -44.09938758 -39.25771439 -35.85249897 -18.37091746 -26.23339085
 -20.52812282 -16.64434591  -7.51465335 -12.95475246  -5.78604495
  -6.35002388  -3.916549    -1.5688964   -0.75303187  -2.6110199
  -4.62226604]","[-14.41062888   6.90818629  11.57156094 -11.13792088  12.17772878
 -17.00904679  20.03179064 -18.49604411  17.2394688  -19.34828483
  21.61514618 -21.78169798  15.77981104  -7.91197154   6.6369673
  -4.23839851   6.42776965  -5.34599203   3.3135442   -1.63162114
   0.4011744   -0.33067218   0.18976897  -0.03295034  -0.05789061]","[  7.97540346  13.91133442  13.63173598  10.61739706  12.36897545
  11.91817128  11.26106116   8.88189402  10.2157099   10.02464499
  11.80974507  10.24731996   8.08184102   8.29875111   7.6495671
   5.66241254   4.65583823   3.75836263   3.18510981   2.37580651
   1.60514947   1.09186741   0.46118729   0.77734521   1.09341926]"
369,disco,disco.00069.au,22050,30,"[ -1.76859977  -6.05141355  -8.53085188   3.3633938  -17.80871715
   8.16015804 -16.52726169   1.15657007  -5.90565984   9.56967408
   0.42110597   5.41646548  -3.49680751  -0.4410597   -6.86812951
   1.06555311  -1.29270766   1.95410562  -0.98871776   0.42439589
  -0.90696993  -0.21618529  -0.04001123   0.06239631   0.1216051
   0.21630145]","[ 0.94404221  5.61036983  8.19374763  6.9901841   7.76093195  8.90267375
  9.18193999  8.31338547  8.90836419  9.09652485  7.31768226  7.18759795
  6.82475862  6.11046159  5.73798998  5.1598476   4.5282      4.00293242
  3.43444302  2.46665034  1.91156474  1.12166113  0.4150632   0.23453526
  0.87986581  1.51615114]","[  0.23677915   9.50084058  12.57183166  29.85986534  14.57190716
  37.99411363  10.9478996   30.25314958  21.14010919  39.85839631
  23.77616137  31.42175058  19.70608966  23.59684384  11.88540991
  20.86926568  14.85042328  16.60482646  13.32379613  10.43021315
   6.31015084   3.6946328    1.35160649   0.78975445   2.80030613
   5.14203479]","[ -4.65886465 -26.66235884 -32.87196755 -19.65211667 -40.61727172
 -21.0192052  -45.34385399 -29.21339249 -33.43279423 -20.44693216
 -32.45524981 -19.85793819 -27.71779246 -19.17192351 -28.86339008
 -19.15806943 -16.1056067  -11.3694323  -11.27561573  -7.13474689
  -7.11606672  -3.28800643  -1.32368312  -0.87960413  -2.75625065
  -5.23639909]","[ -4.28281378  -2.47943833  11.89424568 -21.17211095  25.9688752
 -24.68741973  17.68383175  -7.06222991  15.47533392  -9.14856811
   4.99535951  -8.913273     3.05574781  -6.42706981   7.93368262
  -2.35826077   3.24681328  -2.94282338   1.41311365  -1.33136582
   0.69078464   0.17617405   0.10240755   0.05920878   0.09469635]","[  6.03510794   9.41531377   9.81022081   8.58267491  10.4354826
   9.60530788   9.26271462  10.40312646   9.71429363  10.1518424
   9.4755252    8.35412698   7.7778749    7.17872404   6.72569955
   5.5289333    4.76311494   4.14391699   3.5524001    2.62451131
   1.92663286   1.08390171   0.5186098    0.80695548   1.37016873]"
370,disco,disco.00070.au,22050,30,"[ -0.84982568 -11.01062211 -16.99668295   2.14542516 -13.25610324
   9.80830096 -11.23583879   8.68080931 -12.05591165  10.6360462   -8.140097
   9.08237154  -8.72684543   2.49889205  -6.14691949   1.13973905
  -4.21287305   1.40440055  -2.02857002   1.17322987  -0.39281209
   0.48494947  -0.14357615   0.06592079   0.20629178  -0.56238278]","[ 0.99734902  6.09587584  8.31038973  7.0247242   8.01225444  8.04280493
  9.73732868  7.98703452  8.48779981  8.36523334  7.33136925  7.20495281
  6.65802591  5.76555167  5.66145197  4.75706706  4.32278738  3.64851199
  2.88978489  2.22671691  1.67737506  0.89725754  0.3706449   0.22508817
  0.82059349  1.34584156]","[  1.3275578   14.8911843    8.84571196  23.1642941   10.14337355
  36.03899647  24.12723845  37.43828576  16.42625267  40.2899273
  14.17962983  34.88736526  19.31299714  27.24575347  14.32183281
  20.4458682   17.73572904  18.92404786  10.50354147   9.47101008
   6.13510987   3.28977761   1.101532     0.68944783   3.17755129
   4.791856  ]","[ -4.60646726 -36.63829633 -40.12153698 -22.19398085 -41.17749649
 -20.07133233 -37.7814083  -18.98141178 -41.03284273 -19.54728857
 -33.60628753 -21.53021723 -29.88805193 -17.60104807 -25.80565592
 -17.45068524 -18.23276556 -11.14319045 -14.35039738  -6.89536497
  -6.29091291  -2.29070957  -1.38786466  -0.65967861  -2.33055455
  -5.2304749 ]","[-10.16079644  -5.98606084  19.14210811 -15.4015284   23.0644042
 -21.04413975  19.9166481  -20.73672096  22.69195785 -18.7761432
  17.22246854 -17.80921696  11.22573747  -8.64581154   7.28665854
  -5.3526121    5.6172736   -3.43297058   3.20179989  -1.56604196
   0.87776155  -0.62852562   0.20949694   0.14037099  -0.76867455]","[  6.6725307   11.09972359   9.72583897   7.0242182    9.30883165
   9.67665557   8.41898958   9.9278659    9.76904648   8.65734833
   8.81608147   7.8458374    7.39011807   6.50259742   6.82470979
   5.57971168   4.5337311    4.03666697   3.2406929    2.13641984
   1.59379064   0.83636471   0.50552134   0.73013624   1.19684417]"
371,disco,disco.00071.au,22050,30,"[ -0.94941257 -15.67924968 -11.1924924    2.89284848  -8.98639558
   5.59651579 -15.37383757  15.37088108 -10.81919792  12.44936547
  -7.89374278   5.82360461 -10.79309831   2.21492109  -7.40646359
   3.23222113  -2.6624817    4.43832226   0.23919438   1.39199192
  -0.80413087  -0.56794713  -0.25684624   0.0902978    0.23618154
   0.34097323]","[  1.05308282   5.67947883   9.73311534   8.26727164   9.70596557
  10.42354116  10.04085054   8.57713842  10.95280646   9.61868657
   8.57589116   7.49136576   7.31623772   7.2963005    6.36718672
   5.85033538   5.07096935   4.12545986   3.30987786   2.23096817
   1.86914989   1.08965063   0.42835558   0.18962567   0.79620163
   1.36829492]","[  1.57144339   1.81508255  15.58721036  32.29217609  18.4086786
  40.05988838  15.5036966   43.39040001  19.5204109   43.57461554
  27.57263357  30.7318928   16.45795331  25.39276985  16.76390796
  22.17334236  18.55151399  19.60180628  15.84061339  12.56359237
   5.20666505   3.5320654    1.36123066   0.7445441    3.60162573
   6.2571463 ]","[ -4.81394196 -33.09279417 -37.46091178 -21.56719072 -35.89879424
 -25.32661439 -55.70419491 -13.88183577 -47.79845256 -18.60939074
 -37.64512655 -20.54778966 -34.29464716 -25.41053665 -29.95500308
 -18.7094311  -18.50976168  -8.87639575 -10.74743645  -5.43525545
  -9.56851292  -4.53170632  -2.14809238  -0.55785328  -2.33538121
  -5.35711498]","[-14.72983712   4.48675729  14.08534087 -11.87924406  14.58291137
 -20.97035336  30.74471865 -26.190079    23.26856339 -20.34310825
  13.71734739 -16.61670291  13.0080194   -9.62138469  10.63868472
  -5.89470283   7.10080397  -4.19912788   1.15279754  -2.19612279
   0.23618374   0.31110089   0.34714403   0.14588374   0.10479169]","[  6.35983439  10.66226517  10.15716837   9.59939185  12.40053923
  10.22775019  10.83877512  11.38152407  12.23628378  11.03264408
   9.96881658   9.10310144   8.14491543   7.99921547   7.57726154
   7.05564104   5.38123087   4.46821817   3.23051507   2.70745957
   1.83237329   1.03367742   0.50033078   0.76807946   1.29499936]"
372,disco,disco.00072.au,22050,30,"[ -1.08029868e+00  -1.66838150e+01  -1.96269785e+01   6.06236646e+00
  -1.39587793e+01   5.36433260e+00  -6.20008812e+00   3.99419565e+00
  -1.02689827e+01   1.33171591e+01  -1.03843733e+01   1.07111135e+01
  -8.40033761e+00   6.43034794e+00  -5.09607828e+00   2.78840674e+00
  -3.69681606e+00   4.11121556e+00  -1.06464610e+00   1.73186801e+00
  -2.95944169e-01  -2.28696134e-01  -7.26306461e-02  -8.59659895e-03
   4.97045449e-01   1.68715228e-01]","[  1.47013707   7.18071335   9.72175624  10.49538915  10.74317779
  10.4770884   12.30486888  10.86052062  10.56342808  10.26122533
   9.2427881    9.15349559   8.65150951   7.8829403    6.61043643
   6.07794523   5.24127766   4.58865966   3.60195206   2.99681666
   1.97475336   1.12465512   0.42818414   0.23093681   0.88715612
   1.60233895]","[  2.08134502   0.05717007   9.23587074  34.34907971  18.16819157
  36.88025391  43.78192521  34.36485349  20.82165729  48.47702999
  22.29876642  46.53635716  20.13288594  39.45037455  20.52120055
  24.50848868  17.36762299  20.65322805  11.12495815  12.78056484
   7.24379537   3.54674434   1.23516643   0.80038594   3.55621116
   6.14655467]","[ -6.4007406  -45.11345325 -43.75035683 -31.32275455 -44.66619834
 -40.617923   -43.78071658 -33.23005822 -48.2276525  -18.78965389
 -41.75140744 -22.83725431 -42.15400323 -18.50985841 -30.54879218
 -19.55815074 -18.62692689 -12.80952188 -13.4446925  -11.01075526
  -7.69374895  -4.36676486  -1.44484292  -0.93543729  -2.91918537
  -5.44725759]","[-15.60351631  -2.94316354  25.689345   -20.02114578  19.32311192
 -11.56442072  10.19428377 -14.26317837  23.58614183 -23.7015324
  21.0954868  -19.11145112  14.83068555 -11.52642622   7.88448502
  -6.48522279   7.80803162  -5.17586166   2.7965141   -2.02781218
   0.06724804   0.15606549   0.06403405   0.50564205  -0.32833022]","[  8.09896529  13.95583966  11.72046434  10.27377121  12.92309968
  14.03704591  17.0173454   12.01998574  11.60441299  13.37367711
  11.78189011  11.77254926  11.98900451   9.57938212   8.79870515
   7.4261262    6.35551567   4.7602847    4.12585471   3.1297387
   1.89172085   1.07764094   0.52794473   0.89535621   1.36153938]"
